x y vx vy
6.37173e+006 0 -73.1346 0 
6.37173e+006 0 -73.2328 0 
6.37173e+006 0 -73.331 0 
6.37173e+006 0 -73.4292 0 
6.37172e+006 0 -73.5273 0 
6.37172e+006 0 -73.6255 0 
6.37172e+006 0 -73.7237 0 
6.37172e+006 0 -73.8218 0 
6.37172e+006 0 -73.92 0 
6.37172e+006 0 -74.0182 0 
6.37172e+006 0 -74.1164 0 
6.37172e+006 0 -74.2145 0 
6.37172e+006 0 -74.3127 0 
6.37172e+006 0 -74.4109 0 
6.37172e+006 0 -74.5091 0 
6.37172e+006 0 -74.6072 0 
6.37172e+006 0 -74.7054 0 
6.37172e+006 0 -74.8036 0 
6.37171e+006 0 -74.9018 0 
6.37171e+006 0 -74.9999 0 
6.37171e+006 0 -75.0981 0 
6.37171e+006 0 -75.1963 0 
6.37171e+006 0 -75.2944 0 
6.37171e+006 0 -75.3926 0 
6.37171e+006 0 -75.4908 0 
6.37171e+006 0 -75.589 0 
6.37171e+006 0 -75.6871 0 
6.37171e+006 0 -75.7853 0 
6.37171e+006 0 -75.8835 0 
6.37171e+006 0 -75.9817 0 
6.37171e+006 0 -76.0798 0 
6.3717e+006 0 -76.178 0 
6.3717e+006 0 -76.2762 0 
6.3717e+006 0 -76.3744 0 
6.3717e+006 0 -76.4725 0 
6.3717e+006 0 -76.5707 0 
6.3717e+006 0 -76.6689 0 
6.3717e+006 0 -76.7671 0 
6.3717e+006 0 -76.8652 0 
6.3717e+006 0 -76.9634 0 
6.3717e+006 0 -77.0616 0 
6.3717e+006 0 -77.1597 0 
6.3717e+006 0 -77.2579 0 
6.3717e+006 0 -77.3561 0 
6.37169e+006 0 -77.4543 0 
6.37169e+006 0 -77.5524 0 
6.37169e+006 0 -77.6506 0 
6.37169e+006 0 -77.7488 0 
6.37169e+006 0 -77.847 0 
6.37169e+006 0 -77.9451 0 
6.37169e+006 0 -78.0433 0 
6.37169e+006 0 -78.1415 0 
6.37169e+006 0 -78.2397 0 
6.37169e+006 0 -78.3378 0 
6.37169e+006 0 -78.436 0 
6.37169e+006 0 -78.5342 0 
6.37169e+006 0 -78.6324 0 
6.37168e+006 0 -78.7305 0 
6.37168e+006 0 -78.8287 0 
6.37168e+006 0 -78.9269 0 
6.37168e+006 0 -79.0251 0 
6.37168e+006 0 -79.1232 0 
6.37168e+006 0 -79.2214 0 
6.37168e+006 0 -79.3196 0 
6.37168e+006 0 -79.4178 0 
6.37168e+006 0 -79.5159 0 
6.37168e+006 0 -79.6141 0 
6.37168e+006 0 -79.7123 0 
6.37168e+006 0 -79.8104 0 
6.37167e+006 0 -79.9086 0 
6.37167e+006 0 -80.0068 0 
6.37167e+006 0 -80.105 0 
6.37167e+006 0 -80.2031 0 
6.37167e+006 0 -80.3013 0 
6.37167e+006 0 -80.3995 0 
6.37167e+006 0 -80.4977 0 
6.37167e+006 0 -80.5958 0 
6.37167e+006 0 -80.694 0 
6.37167e+006 0 -80.7922 0 
6.37167e+006 0 -80.8904 0 
6.37167e+006 0 -80.9885 0 
6.37167e+006 0 -81.0867 0 
6.37166e+006 0 -81.1849 0 
6.37166e+006 0 -81.2831 0 
6.37166e+006 0 -81.3812 0 
6.37166e+006 0 -81.4794 0 
6.37166e+006 0 -81.5776 0 
6.37166e+006 0 -81.6758 0 
6.37166e+006 0 -81.7739 0 
6.37166e+006 0 -81.8721 0 
6.37166e+006 0 -81.9703 0 
6.37166e+006 0 -82.0685 0 
6.37166e+006 0 -82.1666 0 
6.37166e+006 0 -82.2648 0 
6.37165e+006 0 -82.363 0 
6.37165e+006 0 -82.4612 0 
6.37165e+006 0 -82.5593 0 
6.37165e+006 0 -82.6575 0 
6.37165e+006 0 -82.7557 0 
6.37165e+006 0 -82.8539 0 
6.37165e+006 0 -82.952 0 
6.37165e+006 0 -83.0502 0 
6.37165e+006 0 -83.1484 0 
6.37165e+006 0 -83.2466 0 
6.37165e+006 0 -83.3447 0 
6.37165e+006 0 -83.4429 0 
6.37164e+006 0 -83.5411 0 
6.37164e+006 0 -83.6393 0 
6.37164e+006 0 -83.7374 0 
6.37164e+006 0 -83.8356 0 
6.37164e+006 0 -83.9338 0 
6.37164e+006 0 -84.032 0 
6.37164e+006 0 -84.1302 0 
6.37164e+006 0 -84.2283 0 
6.37164e+006 0 -84.3265 0 
6.37164e+006 0 -84.4247 0 
6.37164e+006 0 -84.5229 0 
6.37164e+006 0 -84.621 0 
6.37163e+006 0 -84.7192 0 
6.37163e+006 0 -84.8174 0 
6.37163e+006 0 -84.9156 0 
6.37163e+006 0 -85.0137 0 
6.37163e+006 0 -85.1119 0 
6.37163e+006 0 -85.2101 0 
6.37163e+006 0 -85.3083 0 
6.37163e+006 0 -85.4064 0 
6.37163e+006 0 -85.5046 0 
6.37163e+006 0 -85.6028 0 
6.37163e+006 0 -85.701 0 
6.37163e+006 0 -85.7991 0 
6.37162e+006 0 -85.8973 0 
6.37162e+006 0 -85.9955 0 
6.37162e+006 0 -86.0937 0 
6.37162e+006 0 -86.1918 0 
6.37162e+006 0 -86.29 0 
6.37162e+006 0 -86.3882 0 
6.37162e+006 0 -86.4864 0 
6.37162e+006 0 -86.5845 0 
6.37162e+006 0 -86.6827 0 
6.37162e+006 0 -86.7809 0 
6.37162e+006 0 -86.8791 0 
6.37161e+006 0 -86.9773 0 
6.37161e+006 0 -87.0754 0 
6.37161e+006 0 -87.1736 0 
6.37161e+006 0 -87.2718 0 
6.37161e+006 0 -87.37 0 
6.37161e+006 0 -87.4681 0 
6.37161e+006 0 -87.5663 0 
6.37161e+006 0 -87.6645 0 
6.37161e+006 0 -87.7627 0 
6.37161e+006 0 -87.8608 0 
6.37161e+006 0 -87.959 0 
6.37161e+006 0 -88.0572 0 
6.3716e+006 0 -88.1554 0 
6.3716e+006 0 -88.2536 0 
6.3716e+006 0 -88.3517 0 
6.3716e+006 0 -88.4499 0 
6.3716e+006 0 -88.5481 0 
6.3716e+006 0 -88.6463 0 
6.3716e+006 0 -88.7444 0 
6.3716e+006 0 -88.8426 0 
6.3716e+006 0 -88.9408 0 
6.3716e+006 0 -89.039 0 
6.3716e+006 0 -89.1371 0 
6.37159e+006 0 -89.2353 0 
6.37159e+006 0 -89.3335 0 
6.37159e+006 0 -89.4317 0 
6.37159e+006 0 -89.5298 0 
6.37159e+006 0 -89.628 0 
6.37159e+006 0 -89.7262 0 
6.37159e+006 0 -89.8244 0 
6.37159e+006 0 -89.9226 0 
6.37159e+006 0 -90.0207 0 
6.37159e+006 0 -90.1189 0 
6.37159e+006 0 -90.2171 0 
6.37158e+006 0 -90.3153 0 
6.37158e+006 0 -90.4134 0 
6.37158e+006 0 -90.5116 0 
6.37158e+006 0 -90.6098 0 
6.37158e+006 0 -90.708 0 
6.37158e+006 0 -90.8062 0 
6.37158e+006 0 -90.9043 0 
6.37158e+006 0 -91.0025 0 
6.37158e+006 0 -91.1007 0 
6.37158e+006 0 -91.1989 0 
6.37158e+006 0 -91.297 0 
6.37157e+006 0 -91.3952 0 
6.37157e+006 0 -91.4934 0 
6.37157e+006 0 -91.5916 0 
6.37157e+006 0 -91.6898 0 
6.37157e+006 0 -91.7879 0 
6.37157e+006 0 -91.8861 0 
6.37157e+006 0 -91.9843 0 
6.37157e+006 0 -92.0825 0 
6.37157e+006 0 -92.1806 0 
6.37157e+006 0 -92.2788 0 
6.37157e+006 0 -92.377 0 
6.37156e+006 0 -92.4752 0 
6.37156e+006 0 -92.5734 0 
6.37156e+006 0 -92.6715 0 
6.37156e+006 0 -92.7697 0 
6.37156e+006 0 -92.8679 0 
6.37156e+006 0 -92.9661 0 
6.37156e+006 0 -93.0642 0 
6.37156e+006 0 -93.1624 0 
6.37156e+006 0 -93.2606 0 
6.37156e+006 0 -93.3588 0 
6.37156e+006 0 -93.457 0 
6.37155e+006 0 -93.5551 0 
6.37155e+006 0 -93.6533 0 
6.37155e+006 0 -93.7515 0 
6.37155e+006 0 -93.8497 0 
6.37155e+006 0 -93.9478 0 
6.37155e+006 0 -94.046 0 
6.37155e+006 0 -94.1442 0 
6.37155e+006 0 -94.2424 0 
6.37155e+006 0 -94.3406 0 
6.37155e+006 0 -94.4387 0 
6.37154e+006 0 -94.5369 0 
6.37154e+006 0 -94.6351 0 
6.37154e+006 0 -94.7333 0 
6.37154e+006 0 -94.8315 0 
6.37154e+006 0 -94.9296 0 
6.37154e+006 0 -95.0278 0 
6.37154e+006 0 -95.126 0 
6.37154e+006 0 -95.2242 0 
6.37154e+006 0 -95.3223 0 
6.37154e+006 0 -95.4205 0 
6.37154e+006 0 -95.5187 0 
6.37153e+006 0 -95.6169 0 
6.37153e+006 0 -95.7151 0 
6.37153e+006 0 -95.8132 0 
6.37153e+006 0 -95.9114 0 
6.37153e+006 0 -96.0096 0 
6.37153e+006 0 -96.1078 0 
6.37153e+006 0 -96.206 0 
6.37153e+006 0 -96.3041 0 
6.37153e+006 0 -96.4023 0 
6.37153e+006 0 -96.5005 0 
6.37152e+006 0 -96.5987 0 
6.37152e+006 0 -96.6969 0 
6.37152e+006 0 -96.795 0 
6.37152e+006 0 -96.8932 0 
6.37152e+006 0 -96.9914 0 
6.37152e+006 0 -97.0896 0 
6.37152e+006 0 -97.1877 0 
6.37152e+006 0 -97.2859 0 
6.37152e+006 0 -97.3841 0 
6.37152e+006 0 -97.4823 0 
6.37152e+006 0 -97.5805 0 
6.37151e+006 0 -97.6786 0 
6.37151e+006 0 -97.7768 0 
6.37151e+006 0 -97.875 0 
6.37151e+006 0 -97.9732 0 
6.37151e+006 0 -98.0714 0 
6.37151e+006 0 -98.1695 0 
6.37151e+006 0 -98.2677 0 
6.37151e+006 0 -98.3659 0 
6.37151e+006 0 -98.4641 0 
6.37151e+006 0 -98.5623 0 
6.3715e+006 0 -98.6604 0 
6.3715e+006 0 -98.7586 0 
6.3715e+006 0 -98.8568 0 
6.3715e+006 0 -98.955 0 
6.3715e+006 0 -99.0532 0 
6.3715e+006 0 -99.1513 0 
6.3715e+006 0 -99.2495 0 
6.3715e+006 0 -99.3477 0 
6.3715e+006 0 -99.4459 0 
6.3715e+006 0 -99.5441 0 
6.37149e+006 0 -99.6422 0 
6.37149e+006 0 -99.7404 0 
6.37149e+006 0 -99.8386 0 
6.37149e+006 0 -99.9368 0 
6.37149e+006 0 -100.035 0 
6.37149e+006 0 -100.133 0 
6.37149e+006 0 -100.231 0 
6.37149e+006 0 -100.33 0 
6.37149e+006 0 -100.428 0 
6.37149e+006 0 -100.526 0 
6.37148e+006 0 -100.624 0 
6.37148e+006 0 -100.722 0 
6.37148e+006 0 -100.82 0 
6.37148e+006 0 -100.919 0 
6.37148e+006 0 -101.017 0 
6.37148e+006 0 -101.115 0 
6.37148e+006 0 -101.213 0 
6.37148e+006 0 -101.311 0 
6.37148e+006 0 -101.409 0 
6.37148e+006 0 -101.508 0 
6.37147e+006 0 -101.606 0 
6.37147e+006 0 -101.704 0 
6.37147e+006 0 -101.802 0 
6.37147e+006 0 -101.9 0 
6.37147e+006 0 -101.999 0 
6.37147e+006 0 -102.097 0 
6.37147e+006 0 -102.195 0 
6.37147e+006 0 -102.293 0 
6.37147e+006 0 -102.391 0 
6.37147e+006 0 -102.489 0 
6.37146e+006 0 -102.588 0 
6.37146e+006 0 -102.686 0 
6.37146e+006 0 -102.784 0 
6.37146e+006 0 -102.882 0 
6.37146e+006 0 -102.98 0 
6.37146e+006 0 -103.079 0 
6.37146e+006 0 -103.177 0 
6.37146e+006 0 -103.275 0 
6.37146e+006 0 -103.373 0 
6.37145e+006 0 -103.471 0 
6.37145e+006 0 -103.569 0 
6.37145e+006 0 -103.668 0 
6.37145e+006 0 -103.766 0 
6.37145e+006 0 -103.864 0 
6.37145e+006 0 -103.962 0 
6.37145e+006 0 -104.06 0 
6.37145e+006 0 -104.159 0 
6.37145e+006 0 -104.257 0 
6.37145e+006 0 -104.355 0 
6.37144e+006 0 -104.453 0 
6.37144e+006 0 -104.551 0 
6.37144e+006 0 -104.649 0 
6.37144e+006 0 -104.748 0 
6.37144e+006 0 -104.846 0 
6.37144e+006 0 -104.944 0 
6.37144e+006 0 -105.042 0 
6.37144e+006 0 -105.14 0 
6.37144e+006 0 -105.239 0 
6.37143e+006 0 -105.337 0 
6.37143e+006 0 -105.435 0 
6.37143e+006 0 -105.533 0 
6.37143e+006 0 -105.631 0 
6.37143e+006 0 -105.729 0 
6.37143e+006 0 -105.828 0 
6.37143e+006 0 -105.926 0 
6.37143e+006 0 -106.024 0 
6.37143e+006 0 -106.122 0 
6.37143e+006 0 -106.22 0 
6.37142e+006 0 -106.319 0 
6.37142e+006 0 -106.417 0 
6.37142e+006 0 -106.515 0 
6.37142e+006 0 -106.613 0 
6.37142e+006 0 -106.711 0 
6.37142e+006 0 -106.809 0 
6.37142e+006 0 -106.908 0 
6.37142e+006 0 -107.006 0 
6.37142e+006 0 -107.104 0 
6.37141e+006 0 -107.202 0 
6.37141e+006 0 -107.3 0 
6.37141e+006 0 -107.399 0 
6.37141e+006 0 -107.497 0 
6.37141e+006 0 -107.595 0 
6.37141e+006 0 -107.693 0 
6.37141e+006 0 -107.791 0 
6.37141e+006 0 -107.889 0 
6.37141e+006 0 -107.988 0 
6.37141e+006 0 -108.086 0 
6.3714e+006 0 -108.184 0 
6.3714e+006 0 -108.282 0 
6.3714e+006 0 -108.38 0 
6.3714e+006 0 -108.479 0 
6.3714e+006 0 -108.577 0 
6.3714e+006 0 -108.675 0 
6.3714e+006 0 -108.773 0 
6.3714e+006 0 -108.871 0 
6.3714e+006 0 -108.969 0 
6.37139e+006 0 -109.068 0 
6.37139e+006 0 -109.166 0 
6.37139e+006 0 -109.264 0 
6.37139e+006 0 -109.362 0 
6.37139e+006 0 -109.46 0 
6.37139e+006 0 -109.559 0 
6.37139e+006 0 -109.657 0 
6.37139e+006 0 -109.755 0 
6.37139e+006 0 -109.853 0 
6.37138e+006 0 -109.951 0 
6.37138e+006 0 -110.05 0 
6.37138e+006 0 -110.148 0 
6.37138e+006 0 -110.246 0 
6.37138e+006 0 -110.344 0 
6.37138e+006 0 -110.442 0 
6.37138e+006 0 -110.54 0 
6.37138e+006 0 -110.639 0 
6.37138e+006 0 -110.737 0 
6.37137e+006 0 -110.835 0 
6.37137e+006 0 -110.933 0 
6.37137e+006 0 -111.031 0 
6.37137e+006 0 -111.13 0 
6.37137e+006 0 -111.228 0 
6.37137e+006 0 -111.326 0 
6.37137e+006 0 -111.424 0 
6.37137e+006 0 -111.522 0 
6.37137e+006 0 -111.62 0 
6.37136e+006 0 -111.719 0 
6.37136e+006 0 -111.817 0 
6.37136e+006 0 -111.915 0 
6.37136e+006 0 -112.013 0 
6.37136e+006 0 -112.111 0 
6.37136e+006 0 -112.21 0 
6.37136e+006 0 -112.308 0 
6.37136e+006 0 -112.406 0 
6.37136e+006 0 -112.504 0 
6.37135e+006 0 -112.602 0 
6.37135e+006 0 -112.7 0 
6.37135e+006 0 -112.799 0 
6.37135e+006 0 -112.897 0 
6.37135e+006 0 -112.995 0 
6.37135e+006 0 -113.093 0 
6.37135e+006 0 -113.191 0 
6.37135e+006 0 -113.29 0 
6.37135e+006 0 -113.388 0 
6.37134e+006 0 -113.486 0 
6.37134e+006 0 -113.584 0 
6.37134e+006 0 -113.682 0 
6.37134e+006 0 -113.781 0 
6.37134e+006 0 -113.879 0 
6.37134e+006 0 -113.977 0 
6.37134e+006 0 -114.075 0 
6.37134e+006 0 -114.173 0 
6.37133e+006 0 -114.271 0 
6.37133e+006 0 -114.37 0 
6.37133e+006 0 -114.468 0 
6.37133e+006 0 -114.566 0 
6.37133e+006 0 -114.664 0 
6.37133e+006 0 -114.762 0 
6.37133e+006 0 -114.861 0 
6.37133e+006 0 -114.959 0 
6.37133e+006 0 -115.057 0 
6.37132e+006 0 -115.155 0 
6.37132e+006 0 -115.253 0 
6.37132e+006 0 -115.351 0 
6.37132e+006 0 -115.45 0 
6.37132e+006 0 -115.548 0 
6.37132e+006 0 -115.646 0 
6.37132e+006 0 -115.744 0 
6.37132e+006 0 -115.842 0 
6.37132e+006 0 -115.941 0 
6.37131e+006 0 -116.039 0 
6.37131e+006 0 -116.137 0 
6.37131e+006 0 -116.235 0 
6.37131e+006 0 -116.333 0 
6.37131e+006 0 -116.432 0 
6.37131e+006 0 -116.53 0 
6.37131e+006 0 -116.628 0 
6.37131e+006 0 -116.726 0 
6.3713e+006 0 -116.824 0 
6.3713e+006 0 -116.922 0 
6.3713e+006 0 -117.021 0 
6.3713e+006 0 -117.119 0 
6.3713e+006 0 -117.217 0 
6.3713e+006 0 -117.315 0 
6.3713e+006 0 -117.413 0 
6.3713e+006 0 -117.512 0 
6.3713e+006 0 -117.61 0 
6.37129e+006 0 -117.708 0 
6.37129e+006 0 -117.806 0 
6.37129e+006 0 -117.904 0 
6.37129e+006 0 -118.002 0 
6.37129e+006 0 -118.101 0 
6.37129e+006 0 -118.199 0 
6.37129e+006 0 -118.297 0 
6.37129e+006 0 -118.395 0 
6.37128e+006 0 -118.493 0 
6.37128e+006 0 -118.592 0 
6.37128e+006 0 -118.69 0 
6.37128e+006 0 -118.788 0 
6.37128e+006 0 -118.886 0 
6.37128e+006 0 -118.984 0 
6.37128e+006 0 -119.083 0 
6.37128e+006 0 -119.181 0 
6.37128e+006 0 -119.279 0 
6.37127e+006 0 -119.377 0 
6.37127e+006 0 -119.475 0 
6.37127e+006 0 -119.573 0 
6.37127e+006 0 -119.672 0 
6.37127e+006 0 -119.77 0 
6.37127e+006 0 -119.868 0 
6.37127e+006 0 -119.966 0 
6.37127e+006 0 -120.064 0 
6.37126e+006 0 -120.163 0 
6.37126e+006 0 -120.261 0 
6.37126e+006 0 -120.359 0 
6.37126e+006 0 -120.457 0 
6.37126e+006 0 -120.555 0 
6.37126e+006 0 -120.654 0 
6.37126e+006 0 -120.752 0 
6.37126e+006 0 -120.85 0 
6.37125e+006 0 -120.948 0 
6.37125e+006 0 -121.046 0 
6.37125e+006 0 -121.144 0 
6.37125e+006 0 -121.243 0 
6.37125e+006 0 -121.341 0 
6.37125e+006 0 -121.439 0 
6.37125e+006 0 -121.537 0 
6.37125e+006 0 -121.635 0 
6.37125e+006 0 -121.734 0 
6.37124e+006 0 -121.832 0 
6.37124e+006 0 -121.93 0 
6.37124e+006 0 -122.028 0 
6.37124e+006 0 -122.126 0 
6.37124e+006 0 -122.225 0 
6.37124e+006 0 -122.323 0 
6.37124e+006 0 -122.421 0 
6.37124e+006 0 -122.519 0 
6.37123e+006 0 -122.617 0 
6.37123e+006 0 -122.715 0 
6.37123e+006 0 -122.814 0 
6.37123e+006 0 -122.912 0 
6.37123e+006 0 -123.01 0 
6.37123e+006 0 -123.108 0 
6.37123e+006 0 -123.206 0 
6.37123e+006 0 -123.305 0 
6.37122e+006 0 -123.403 0 
6.37122e+006 0 -123.501 0 
6.37122e+006 0 -123.599 0 
6.37122e+006 0 -123.697 0 
6.37122e+006 0 -123.796 0 
6.37122e+006 0 -123.894 0 
6.37122e+006 0 -123.992 0 
6.37122e+006 0 -124.09 0 
6.37121e+006 0 -124.188 0 
6.37121e+006 0 -124.286 0 
6.37121e+006 0 -124.385 0 
6.37121e+006 0 -124.483 0 
6.37121e+006 0 -124.581 0 
6.37121e+006 0 -124.679 0 
6.37121e+006 0 -124.777 0 
6.37121e+006 0 -124.876 0 
6.3712e+006 0 -124.974 0 
6.3712e+006 0 -125.072 0 
6.3712e+006 0 -125.17 0 
6.3712e+006 0 -125.268 0 
6.3712e+006 0 -125.367 0 
6.3712e+006 0 -125.465 0 
6.3712e+006 0 -125.563 0 
6.3712e+006 0 -125.661 0 
6.37119e+006 0 -125.759 0 
6.37119e+006 0 -125.858 0 
6.37119e+006 0 -125.956 0 
6.37119e+006 0 -126.054 0 
6.37119e+006 0 -126.152 0 
6.37119e+006 0 -126.25 0 
6.37119e+006 0 -126.348 0 
6.37119e+006 0 -126.447 0 
6.37118e+006 0 -126.545 0 
6.37118e+006 0 -126.643 0 
6.37118e+006 0 -126.741 0 
6.37118e+006 0 -126.839 0 
6.37118e+006 0 -126.938 0 
6.37118e+006 0 -127.036 0 
6.37118e+006 0 -127.134 0 
6.37118e+006 0 -127.232 0 
6.37117e+006 0 -127.33 0 
6.37117e+006 0 -127.429 0 
6.37117e+006 0 -127.527 0 
6.37117e+006 0 -127.625 0 
6.37117e+006 0 -127.723 0 
6.37117e+006 0 -127.821 0 
6.37117e+006 0 -127.919 0 
6.37117e+006 0 -128.018 0 
6.37116e+006 0 -128.116 0 
6.37116e+006 0 -128.214 0 
6.37116e+006 0 -128.312 0 
6.37116e+006 0 -128.41 0 
6.37116e+006 0 -128.509 0 
6.37116e+006 0 -128.607 0 
6.37116e+006 0 -128.705 0 
6.37116e+006 0 -128.803 0 
6.37115e+006 0 -128.901 0 
6.37115e+006 0 -129 0 
6.37115e+006 0 -129.098 0 
6.37115e+006 0 -129.196 0 
6.37115e+006 0 -129.294 0 
6.37115e+006 0 -129.392 0 
6.37115e+006 0 -129.491 0 
6.37114e+006 0 -129.589 0 
6.37114e+006 0 -129.687 0 
6.37114e+006 0 -129.785 0 
6.37114e+006 0 -129.883 0 
6.37114e+006 0 -129.982 0 
6.37114e+006 0 -130.08 0 
6.37114e+006 0 -130.178 0 
6.37114e+006 0 -130.276 0 
6.37113e+006 0 -130.374 0 
6.37113e+006 0 -130.472 0 
6.37113e+006 0 -130.571 0 
6.37113e+006 0 -130.669 0 
6.37113e+006 0 -130.767 0 
6.37113e+006 0 -130.865 0 
6.37113e+006 0 -130.963 0 
6.37113e+006 0 -131.062 0 
6.37112e+006 0 -131.16 0 
6.37112e+006 0 -131.258 0 
6.37112e+006 0 -131.356 0 
6.37112e+006 0 -131.454 0 
6.37112e+006 0 -131.553 0 
6.37112e+006 0 -131.651 0 
6.37112e+006 0 -131.749 0 
6.37111e+006 0 -131.847 0 
6.37111e+006 0 -131.945 0 
6.37111e+006 0 -132.044 0 
6.37111e+006 0 -132.142 0 
6.37111e+006 0 -132.24 0 
6.37111e+006 0 -132.338 0 
6.37111e+006 0 -132.436 0 
6.37111e+006 0 -132.534 0 
6.3711e+006 0 -132.633 0 
6.3711e+006 0 -132.731 0 
6.3711e+006 0 -132.829 0 
6.3711e+006 0 -132.927 0 
6.3711e+006 0 -133.025 0 
6.3711e+006 0 -133.124 0 
6.3711e+006 0 -133.222 0 
6.37109e+006 0 -133.32 0 
6.37109e+006 0 -133.418 0 
6.37109e+006 0 -133.516 0 
6.37109e+006 0 -133.615 0 
6.37109e+006 0 -133.713 0 
6.37109e+006 0 -133.811 0 
6.37109e+006 0 -133.909 0 
6.37109e+006 0 -134.007 0 
6.37108e+006 0 -134.106 0 
6.37108e+006 0 -134.204 0 
6.37108e+006 0 -134.302 0 
6.37108e+006 0 -134.4 0 
6.37108e+006 0 -134.498 0 
6.37108e+006 0 -134.597 0 
6.37108e+006 0 -134.695 0 
6.37107e+006 0 -134.793 0 
6.37107e+006 0 -134.891 0 
6.37107e+006 0 -134.989 0 
6.37107e+006 0 -135.087 0 
6.37107e+006 0 -135.186 0 
6.37107e+006 0 -135.284 0 
6.37107e+006 0 -135.382 0 
6.37107e+006 0 -135.48 0 
6.37106e+006 0 -135.578 0 
6.37106e+006 0 -135.677 0 
6.37106e+006 0 -135.775 0 
6.37106e+006 0 -135.873 0 
6.37106e+006 0 -135.971 0 
6.37106e+006 0 -136.069 0 
6.37106e+006 0 -136.168 0 
6.37105e+006 0 -136.266 0 
6.37105e+006 0 -136.364 0 
6.37105e+006 0 -136.462 0 
6.37105e+006 0 -136.56 0 
6.37105e+006 0 -136.659 0 
6.37105e+006 0 -136.757 0 
6.37105e+006 0 -136.855 0 
6.37104e+006 0 -136.953 0 
6.37104e+006 0 -137.051 0 
6.37104e+006 0 -137.15 0 
6.37104e+006 0 -137.248 0 
6.37104e+006 0 -137.346 0 
6.37104e+006 0 -137.444 0 
6.37104e+006 0 -137.542 0 
6.37104e+006 0 -137.641 0 
6.37103e+006 0 -137.739 0 
6.37103e+006 0 -137.837 0 
6.37103e+006 0 -137.935 0 
6.37103e+006 0 -138.033 0 
6.37103e+006 0 -138.131 0 
6.37103e+006 0 -138.23 0 
6.37103e+006 0 -138.328 0 
6.37102e+006 0 -138.426 0 
6.37102e+006 0 -138.524 0 
6.37102e+006 0 -138.622 0 
6.37102e+006 0 -138.721 0 
6.37102e+006 0 -138.819 0 
6.37102e+006 0 -138.917 0 
6.37102e+006 0 -139.015 0 
6.37101e+006 0 -139.113 0 
6.37101e+006 0 -139.212 0 
6.37101e+006 0 -139.31 0 
6.37101e+006 0 -139.408 0 
6.37101e+006 0 -139.506 0 
6.37101e+006 0 -139.604 0 
6.37101e+006 0 -139.703 0 
6.371e+006 0 -139.801 0 
6.371e+006 0 -139.899 0 
6.371e+006 0 -139.997 0 
6.371e+006 0 -140.095 0 
6.371e+006 0 -140.194 0 
