x y vx vy
6.37195e+006 0 -30.8238 0 
6.37195e+006 0 -30.922 0 
6.37195e+006 0 -31.0201 0 
6.37195e+006 0 -31.1183 0 
6.37195e+006 0 -31.2165 0 
6.37195e+006 0 -31.3146 0 
6.37195e+006 0 -31.4128 0 
6.37195e+006 0 -31.511 0 
6.37195e+006 0 -31.6091 0 
6.37195e+006 0 -31.7073 0 
6.37195e+006 0 -31.8055 0 
6.37195e+006 0 -31.9036 0 
6.37195e+006 0 -32.0018 0 
6.37195e+006 0 -32.1 0 
6.37195e+006 0 -32.1981 0 
6.37195e+006 0 -32.2963 0 
6.37195e+006 0 -32.3945 0 
6.37195e+006 0 -32.4926 0 
6.37195e+006 0 -32.5908 0 
6.37195e+006 0 -32.689 0 
6.37195e+006 0 -32.7871 0 
6.37194e+006 0 -32.8853 0 
6.37194e+006 0 -32.9835 0 
6.37194e+006 0 -33.0816 0 
6.37194e+006 0 -33.1798 0 
6.37194e+006 0 -33.278 0 
6.37194e+006 0 -33.3761 0 
6.37194e+006 0 -33.4743 0 
6.37194e+006 0 -33.5725 0 
6.37194e+006 0 -33.6706 0 
6.37194e+006 0 -33.7688 0 
6.37194e+006 0 -33.867 0 
6.37194e+006 0 -33.9651 0 
6.37194e+006 0 -34.0633 0 
6.37194e+006 0 -34.1615 0 
6.37194e+006 0 -34.2596 0 
6.37194e+006 0 -34.3578 0 
6.37194e+006 0 -34.456 0 
6.37194e+006 0 -34.5541 0 
6.37194e+006 0 -34.6523 0 
6.37194e+006 0 -34.7505 0 
6.37194e+006 0 -34.8486 0 
6.37194e+006 0 -34.9468 0 
6.37194e+006 0 -35.045 0 
6.37194e+006 0 -35.1431 0 
6.37194e+006 0 -35.2413 0 
6.37194e+006 0 -35.3395 0 
6.37194e+006 0 -35.4376 0 
6.37194e+006 0 -35.5358 0 
6.37194e+006 0 -35.634 0 
6.37193e+006 0 -35.7321 0 
6.37193e+006 0 -35.8303 0 
6.37193e+006 0 -35.9285 0 
6.37193e+006 0 -36.0266 0 
6.37193e+006 0 -36.1248 0 
6.37193e+006 0 -36.223 0 
6.37193e+006 0 -36.3211 0 
6.37193e+006 0 -36.4193 0 
6.37193e+006 0 -36.5175 0 
6.37193e+006 0 -36.6156 0 
6.37193e+006 0 -36.7138 0 
6.37193e+006 0 -36.812 0 
6.37193e+006 0 -36.9101 0 
6.37193e+006 0 -37.0083 0 
6.37193e+006 0 -37.1065 0 
6.37193e+006 0 -37.2046 0 
6.37193e+006 0 -37.3028 0 
6.37193e+006 0 -37.401 0 
6.37193e+006 0 -37.4991 0 
6.37193e+006 0 -37.5973 0 
6.37193e+006 0 -37.6955 0 
6.37193e+006 0 -37.7936 0 
6.37193e+006 0 -37.8918 0 
6.37193e+006 0 -37.99 0 
6.37193e+006 0 -38.0881 0 
6.37193e+006 0 -38.1863 0 
6.37193e+006 0 -38.2845 0 
6.37192e+006 0 -38.3826 0 
6.37192e+006 0 -38.4808 0 
6.37192e+006 0 -38.579 0 
6.37192e+006 0 -38.6771 0 
6.37192e+006 0 -38.7753 0 
6.37192e+006 0 -38.8735 0 
6.37192e+006 0 -38.9716 0 
6.37192e+006 0 -39.0698 0 
6.37192e+006 0 -39.168 0 
6.37192e+006 0 -39.2661 0 
6.37192e+006 0 -39.3643 0 
6.37192e+006 0 -39.4625 0 
6.37192e+006 0 -39.5606 0 
6.37192e+006 0 -39.6588 0 
6.37192e+006 0 -39.757 0 
6.37192e+006 0 -39.8551 0 
6.37192e+006 0 -39.9533 0 
6.37192e+006 0 -40.0515 0 
6.37192e+006 0 -40.1496 0 
6.37192e+006 0 -40.2478 0 
6.37192e+006 0 -40.346 0 
6.37192e+006 0 -40.4441 0 
6.37192e+006 0 -40.5423 0 
6.37192e+006 0 -40.6405 0 
6.37192e+006 0 -40.7386 0 
6.37192e+006 0 -40.8368 0 
6.37191e+006 0 -40.935 0 
6.37191e+006 0 -41.0331 0 
6.37191e+006 0 -41.1313 0 
6.37191e+006 0 -41.2295 0 
6.37191e+006 0 -41.3276 0 
6.37191e+006 0 -41.4258 0 
6.37191e+006 0 -41.524 0 
6.37191e+006 0 -41.6221 0 
6.37191e+006 0 -41.7203 0 
6.37191e+006 0 -41.8185 0 
6.37191e+006 0 -41.9166 0 
6.37191e+006 0 -42.0148 0 
6.37191e+006 0 -42.113 0 
6.37191e+006 0 -42.2111 0 
6.37191e+006 0 -42.3093 0 
6.37191e+006 0 -42.4075 0 
6.37191e+006 0 -42.5056 0 
6.37191e+006 0 -42.6038 0 
6.37191e+006 0 -42.702 0 
6.37191e+006 0 -42.8001 0 
6.37191e+006 0 -42.8983 0 
6.37191e+006 0 -42.9965 0 
6.37191e+006 0 -43.0946 0 
6.3719e+006 0 -43.1928 0 
6.3719e+006 0 -43.291 0 
6.3719e+006 0 -43.3891 0 
6.3719e+006 0 -43.4873 0 
6.3719e+006 0 -43.5855 0 
6.3719e+006 0 -43.6836 0 
6.3719e+006 0 -43.7818 0 
6.3719e+006 0 -43.88 0 
6.3719e+006 0 -43.9782 0 
6.3719e+006 0 -44.0763 0 
6.3719e+006 0 -44.1745 0 
6.3719e+006 0 -44.2727 0 
6.3719e+006 0 -44.3708 0 
6.3719e+006 0 -44.469 0 
6.3719e+006 0 -44.5672 0 
6.3719e+006 0 -44.6653 0 
6.3719e+006 0 -44.7635 0 
6.3719e+006 0 -44.8617 0 
6.3719e+006 0 -44.9598 0 
6.3719e+006 0 -45.058 0 
6.3719e+006 0 -45.1562 0 
6.3719e+006 0 -45.2543 0 
6.3719e+006 0 -45.3525 0 
6.37189e+006 0 -45.4507 0 
6.37189e+006 0 -45.5488 0 
6.37189e+006 0 -45.647 0 
6.37189e+006 0 -45.7452 0 
6.37189e+006 0 -45.8433 0 
6.37189e+006 0 -45.9415 0 
6.37189e+006 0 -46.0397 0 
6.37189e+006 0 -46.1378 0 
6.37189e+006 0 -46.236 0 
6.37189e+006 0 -46.3342 0 
6.37189e+006 0 -46.4323 0 
6.37189e+006 0 -46.5305 0 
6.37189e+006 0 -46.6287 0 
6.37189e+006 0 -46.7268 0 
6.37189e+006 0 -46.825 0 
6.37189e+006 0 -46.9232 0 
6.37189e+006 0 -47.0214 0 
6.37189e+006 0 -47.1195 0 
6.37189e+006 0 -47.2177 0 
6.37189e+006 0 -47.3159 0 
6.37189e+006 0 -47.414 0 
6.37189e+006 0 -47.5122 0 
6.37188e+006 0 -47.6104 0 
6.37188e+006 0 -47.7085 0 
6.37188e+006 0 -47.8067 0 
6.37188e+006 0 -47.9049 0 
6.37188e+006 0 -48.003 0 
6.37188e+006 0 -48.1012 0 
6.37188e+006 0 -48.1994 0 
6.37188e+006 0 -48.2975 0 
6.37188e+006 0 -48.3957 0 
6.37188e+006 0 -48.4939 0 
6.37188e+006 0 -48.592 0 
6.37188e+006 0 -48.6902 0 
6.37188e+006 0 -48.7884 0 
6.37188e+006 0 -48.8865 0 
6.37188e+006 0 -48.9847 0 
6.37188e+006 0 -49.0829 0 
6.37188e+006 0 -49.181 0 
6.37188e+006 0 -49.2792 0 
6.37188e+006 0 -49.3774 0 
6.37188e+006 0 -49.4756 0 
6.37187e+006 0 -49.5737 0 
6.37187e+006 0 -49.6719 0 
6.37187e+006 0 -49.7701 0 
6.37187e+006 0 -49.8682 0 
6.37187e+006 0 -49.9664 0 
6.37187e+006 0 -50.0646 0 
6.37187e+006 0 -50.1627 0 
6.37187e+006 0 -50.2609 0 
6.37187e+006 0 -50.3591 0 
6.37187e+006 0 -50.4572 0 
6.37187e+006 0 -50.5554 0 
6.37187e+006 0 -50.6536 0 
6.37187e+006 0 -50.7517 0 
6.37187e+006 0 -50.8499 0 
6.37187e+006 0 -50.9481 0 
6.37187e+006 0 -51.0462 0 
6.37187e+006 0 -51.1444 0 
6.37187e+006 0 -51.2426 0 
6.37187e+006 0 -51.3408 0 
6.37187e+006 0 -51.4389 0 
6.37186e+006 0 -51.5371 0 
6.37186e+006 0 -51.6353 0 
6.37186e+006 0 -51.7334 0 
6.37186e+006 0 -51.8316 0 
6.37186e+006 0 -51.9298 0 
6.37186e+006 0 -52.0279 0 
6.37186e+006 0 -52.1261 0 
6.37186e+006 0 -52.2243 0 
6.37186e+006 0 -52.3224 0 
6.37186e+006 0 -52.4206 0 
6.37186e+006 0 -52.5188 0 
6.37186e+006 0 -52.6169 0 
6.37186e+006 0 -52.7151 0 
6.37186e+006 0 -52.8133 0 
6.37186e+006 0 -52.9115 0 
6.37186e+006 0 -53.0096 0 
6.37186e+006 0 -53.1078 0 
6.37186e+006 0 -53.206 0 
6.37186e+006 0 -53.3041 0 
6.37185e+006 0 -53.4023 0 
6.37185e+006 0 -53.5005 0 
6.37185e+006 0 -53.5986 0 
6.37185e+006 0 -53.6968 0 
6.37185e+006 0 -53.795 0 
6.37185e+006 0 -53.8931 0 
6.37185e+006 0 -53.9913 0 
6.37185e+006 0 -54.0895 0 
6.37185e+006 0 -54.1877 0 
6.37185e+006 0 -54.2858 0 
6.37185e+006 0 -54.384 0 
6.37185e+006 0 -54.4822 0 
6.37185e+006 0 -54.5803 0 
6.37185e+006 0 -54.6785 0 
6.37185e+006 0 -54.7767 0 
6.37185e+006 0 -54.8748 0 
6.37185e+006 0 -54.973 0 
6.37185e+006 0 -55.0712 0 
6.37184e+006 0 -55.1693 0 
6.37184e+006 0 -55.2675 0 
6.37184e+006 0 -55.3657 0 
6.37184e+006 0 -55.4639 0 
6.37184e+006 0 -55.562 0 
6.37184e+006 0 -55.6602 0 
6.37184e+006 0 -55.7584 0 
6.37184e+006 0 -55.8565 0 
6.37184e+006 0 -55.9547 0 
6.37184e+006 0 -56.0529 0 
6.37184e+006 0 -56.151 0 
6.37184e+006 0 -56.2492 0 
6.37184e+006 0 -56.3474 0 
6.37184e+006 0 -56.4455 0 
6.37184e+006 0 -56.5437 0 
6.37184e+006 0 -56.6419 0 
6.37184e+006 0 -56.7401 0 
6.37184e+006 0 -56.8382 0 
6.37183e+006 0 -56.9364 0 
6.37183e+006 0 -57.0346 0 
6.37183e+006 0 -57.1327 0 
6.37183e+006 0 -57.2309 0 
6.37183e+006 0 -57.3291 0 
6.37183e+006 0 -57.4272 0 
6.37183e+006 0 -57.5254 0 
6.37183e+006 0 -57.6236 0 
6.37183e+006 0 -57.7218 0 
6.37183e+006 0 -57.8199 0 
6.37183e+006 0 -57.9181 0 
6.37183e+006 0 -58.0163 0 
6.37183e+006 0 -58.1144 0 
6.37183e+006 0 -58.2126 0 
6.37183e+006 0 -58.3108 0 
6.37183e+006 0 -58.4089 0 
6.37183e+006 0 -58.5071 0 
6.37183e+006 0 -58.6053 0 
6.37182e+006 0 -58.7035 0 
6.37182e+006 0 -58.8016 0 
6.37182e+006 0 -58.8998 0 
6.37182e+006 0 -58.998 0 
6.37182e+006 0 -59.0961 0 
6.37182e+006 0 -59.1943 0 
6.37182e+006 0 -59.2925 0 
6.37182e+006 0 -59.3906 0 
6.37182e+006 0 -59.4888 0 
6.37182e+006 0 -59.587 0 
6.37182e+006 0 -59.6852 0 
6.37182e+006 0 -59.7833 0 
6.37182e+006 0 -59.8815 0 
6.37182e+006 0 -59.9797 0 
6.37182e+006 0 -60.0778 0 
6.37182e+006 0 -60.176 0 
6.37181e+006 0 -60.2742 0 
6.37181e+006 0 -60.3723 0 
6.37181e+006 0 -60.4705 0 
6.37181e+006 0 -60.5687 0 
6.37181e+006 0 -60.6669 0 
6.37181e+006 0 -60.765 0 
6.37181e+006 0 -60.8632 0 
6.37181e+006 0 -60.9614 0 
6.37181e+006 0 -61.0595 0 
6.37181e+006 0 -61.1577 0 
6.37181e+006 0 -61.2559 0 
6.37181e+006 0 -61.354 0 
6.37181e+006 0 -61.4522 0 
6.37181e+006 0 -61.5504 0 
6.37181e+006 0 -61.6486 0 
6.37181e+006 0 -61.7467 0 
6.37181e+006 0 -61.8449 0 
6.3718e+006 0 -61.9431 0 
6.3718e+006 0 -62.0412 0 
6.3718e+006 0 -62.1394 0 
6.3718e+006 0 -62.2376 0 
6.3718e+006 0 -62.3357 0 
6.3718e+006 0 -62.4339 0 
6.3718e+006 0 -62.5321 0 
6.3718e+006 0 -62.6303 0 
6.3718e+006 0 -62.7284 0 
6.3718e+006 0 -62.8266 0 
6.3718e+006 0 -62.9248 0 
6.3718e+006 0 -63.0229 0 
6.3718e+006 0 -63.1211 0 
6.3718e+006 0 -63.2193 0 
6.3718e+006 0 -63.3175 0 
6.3718e+006 0 -63.4156 0 
6.37179e+006 0 -63.5138 0 
6.37179e+006 0 -63.612 0 
6.37179e+006 0 -63.7101 0 
6.37179e+006 0 -63.8083 0 
6.37179e+006 0 -63.9065 0 
6.37179e+006 0 -64.0047 0 
6.37179e+006 0 -64.1028 0 
6.37179e+006 0 -64.201 0 
6.37179e+006 0 -64.2992 0 
6.37179e+006 0 -64.3973 0 
6.37179e+006 0 -64.4955 0 
6.37179e+006 0 -64.5937 0 
6.37179e+006 0 -64.6918 0 
6.37179e+006 0 -64.79 0 
6.37179e+006 0 -64.8882 0 
6.37178e+006 0 -64.9864 0 
6.37178e+006 0 -65.0845 0 
6.37178e+006 0 -65.1827 0 
6.37178e+006 0 -65.2809 0 
6.37178e+006 0 -65.379 0 
6.37178e+006 0 -65.4772 0 
6.37178e+006 0 -65.5754 0 
6.37178e+006 0 -65.6736 0 
6.37178e+006 0 -65.7717 0 
6.37178e+006 0 -65.8699 0 
6.37178e+006 0 -65.9681 0 
6.37178e+006 0 -66.0662 0 
6.37178e+006 0 -66.1644 0 
6.37178e+006 0 -66.2626 0 
6.37178e+006 0 -66.3608 0 
6.37178e+006 0 -66.4589 0 
6.37177e+006 0 -66.5571 0 
6.37177e+006 0 -66.6553 0 
6.37177e+006 0 -66.7534 0 
6.37177e+006 0 -66.8516 0 
6.37177e+006 0 -66.9498 0 
6.37177e+006 0 -67.048 0 
6.37177e+006 0 -67.1461 0 
6.37177e+006 0 -67.2443 0 
6.37177e+006 0 -67.3425 0 
6.37177e+006 0 -67.4406 0 
6.37177e+006 0 -67.5388 0 
6.37177e+006 0 -67.637 0 
6.37177e+006 0 -67.7352 0 
6.37177e+006 0 -67.8333 0 
6.37176e+006 0 -67.9315 0 
6.37176e+006 0 -68.0297 0 
6.37176e+006 0 -68.1278 0 
6.37176e+006 0 -68.226 0 
6.37176e+006 0 -68.3242 0 
6.37176e+006 0 -68.4224 0 
6.37176e+006 0 -68.5205 0 
6.37176e+006 0 -68.6187 0 
6.37176e+006 0 -68.7169 0 
6.37176e+006 0 -68.8151 0 
6.37176e+006 0 -68.9132 0 
6.37176e+006 0 -69.0114 0 
6.37176e+006 0 -69.1096 0 
6.37176e+006 0 -69.2077 0 
6.37176e+006 0 -69.3059 0 
6.37175e+006 0 -69.4041 0 
6.37175e+006 0 -69.5023 0 
6.37175e+006 0 -69.6004 0 
6.37175e+006 0 -69.6986 0 
6.37175e+006 0 -69.7968 0 
6.37175e+006 0 -69.8949 0 
6.37175e+006 0 -69.9931 0 
6.37175e+006 0 -70.0913 0 
6.37175e+006 0 -70.1895 0 
6.37175e+006 0 -70.2876 0 
6.37175e+006 0 -70.3858 0 
6.37175e+006 0 -70.484 0 
6.37175e+006 0 -70.5822 0 
6.37175e+006 0 -70.6803 0 
6.37174e+006 0 -70.7785 0 
6.37174e+006 0 -70.8767 0 
6.37174e+006 0 -70.9748 0 
6.37174e+006 0 -71.073 0 
6.37174e+006 0 -71.1712 0 
6.37174e+006 0 -71.2694 0 
6.37174e+006 0 -71.3675 0 
6.37174e+006 0 -71.4657 0 
6.37174e+006 0 -71.5639 0 
6.37174e+006 0 -71.662 0 
6.37174e+006 0 -71.7602 0 
6.37174e+006 0 -71.8584 0 
6.37174e+006 0 -71.9566 0 
6.37174e+006 0 -72.0547 0 
6.37173e+006 0 -72.1529 0 
6.37173e+006 0 -72.2511 0 
6.37173e+006 0 -72.3493 0 
6.37173e+006 0 -72.4474 0 
6.37173e+006 0 -72.5456 0 
6.37173e+006 0 -72.6438 0 
6.37173e+006 0 -72.7419 0 
6.37173e+006 0 -72.8401 0 
6.37173e+006 0 -72.9383 0 
6.37173e+006 0 -73.0365 0 
